id,Topic,Title,Link,Published,Source,Source URL,day
493.0,Sector Externo,Calendario 2025: cuáles son los feriados de junio,https://news.google.com/rss/articles/CBMimAFBVV95cUxOT3NLbDVHcS1hYW9Zc1duVzBxU0xTeG14aHhCRXNQYXo0VC1iZC1aS3Vqc2JyRXQ5MktxRmRnbmFPVjBZVHBXZGFYTFhMTVh6Smt4bWN4TG8zalo2WS01VUR5U2xUcE81WmZqWFlwZFBVeFA1UFBfaDFDQlFiV3Q0TmhnZkRVM3BwNGVuMG9kUW5DVG9Dc0o4RtIBswFBVV95cUxNd2NGNFl0Wi1NRXJYaThGTmtlR3lnX1NhdkVBUUk2cENjU0NSUGNRUGwtbWlkVDRUMEx3WFRTY2VXZm9pRXk2Z0RnbHRJNVhMRTRIb2xhdUN1UGV0aEU1aE1HMkFGOGRLdEptWUl2MlBBd3l2MzkxRU1VZmo2eGljOERYblVGUzVudHVmNmM2cE55d3NnektIc2tqVzBEclpFRlRBZTlvUUNhbUh1WnBoczFMMA?oc=5,"Wed, 28 May 2025 07:00:00 GMT",Infobae,https://www.infobae.com,2025-05-28
272.0,Deuda y Financiamiento,Argentina confirma apetito por Bonte 2030 y suma US$1.000 millones a las arcas del BCRA,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPdFc5X1ZPay15UzNlcUYydUNxMmo5NVVwOWZQVGlYWnVhQm80NnpxcDFEU3BzV3ZsMThQbFdvclp0ak1LejQ4TnhNaWRyT1JEZU9XLWhqNkZweGRlWTRRUHFRdkhLVjVnUERxcXJLU3VDZmYyblhseGdlRFA2dUw3NkJlMjI5WC1KQWVsaTlPX1RPOGVsbzVIYmI0VEQ0dElGd0ptalZiaTJPcXpCWmdlMU5XRGpiaHhKanZpZ3FXdVVONzZNbXBUc0xOMDJ4V0JwaDZVRkg4UmLSAewBQVVfeXFMTUFFYmZHMk9sLW9zeGZUeWpNbVlWaEFjNjAzdEQ4Mm14YWhkbVBlZUxXTkNvZ1BOMWdZTU1tMEw3bmJNOXd4WDQ5cVVYNVYxc3JOSW83UG1VN1JvYmc0WlV5YlQ5SUtKVlNRblozSFNlQmN1cDNRUXotNzlzYkVXRXpSaFZGYXUwZzBKTlF2S2NBUDkyaUdzVjktUW5FS3dmTVlIM1FwVmVoMElQLV9MRHdoLWtrSzVVUExxN3VCZnZtaHg2c1ZhS2lTOW5HbGs3LVRtS3poeXdNOW8wVnhjYTA1RUE4bWZrN25kVHY?oc=5,"Wed, 28 May 2025 07:00:00 GMT",bloomberglinea.com,https://www.bloomberglinea.com,2025-05-28
37.0,Inflación y Precios,"Inflación: las consultoras prevén otra desaceleración en mayo, ¿podrá el IPC romper el piso del 2%?",https://news.google.com/rss/articles/CBMizAFBVV95cUxQUHdLV2ZzWDZtbFFSblhDYkNJUUdHNkRmc29uc0lZclFaUTNlaWh6eDNwekF4ZFJneDhQUTVvcTBybU45aVNLQk1GaTFyenhMRExWM1J3WjVKWnBYS0pVSlhGZ1pKSmlGb2JUOTFzTV80dVZ4OVg4Z2ZYV2lKRXNMYmg2TU1XUFZLc19BcmRhSEMzRmw5NmRkd2g1LV9LNUE4Y2E5RkVzSGRYMmI1Q2ZBU0dDdklDZjNFY3N1Vk5WcldSQjdOYWNIWmVfLVXSAdIBQVVfeXFMTWREaC0xNWRWR0ZmeW10akU3M0NFZm9qWmRsUlhhZ1c3S1NNUHBzYTFTZlNwdXJoMnV2T2RHempwZVB2SkVHaUtVcE1HYWlqbTBoMzF3cUoxaFlqZkFqdGdkdXQzRWRJOVFsaEZ2OE9YXzR1UnItaFdyTXNtMFoyV1Y1ZVFjSkRGNHpMN1ZkSVN6MTVpbEhhWkJ4VVcwZFN6YjdhbUZoaW14MzNKZ2xNdy1BTzkxSjNDQXhQQ3NCQnVYYUw2Z2NmZXNna2xydFk3TWNB?oc=5,"Wed, 28 May 2025 07:00:00 GMT",Ambito,https://www.ambito.com,2025-05-28
277.0,Deuda y Financiamiento,Argentina confirma apetito por Bonte 2030 y suma US$1.000 millones a las arcas del BCRA,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPdFc5X1ZPay15UzNlcUYydUNxMmo5NVVwOWZQVGlYWnVhQm80NnpxcDFEU3BzV3ZsMThQbFdvclp0ak1LejQ4TnhNaWRyT1JEZU9XLWhqNkZweGRlWTRRUHFRdkhLVjVnUERxcXJLU3VDZmYyblhseGdlRFA2dUw3NkJlMjI5WC1KQWVsaTlPX1RPOGVsbzVIYmI0VEQ0dElGd0ptalZiaTJPcXpCWmdlMU5XRGpiaHhKanZpZ3FXdVVONzZNbXBUc0xOMDJ4V0JwaDZVRkg4UmLSAewBQVVfeXFMTUFFYmZHMk9sLW9zeGZUeWpNbVlWaEFjNjAzdEQ4Mm14YWhkbVBlZUxXTkNvZ1BOMWdZTU1tMEw3bmJNOXd4WDQ5cVVYNVYxc3JOSW83UG1VN1JvYmc0WlV5YlQ5SUtKVlNRblozSFNlQmN1cDNRUXotNzlzYkVXRXpSaFZGYXUwZzBKTlF2S2NBUDkyaUdzVjktUW5FS3dmTVlIM1FwVmVoMElQLV9MRHdoLWtrSzVVUExxN3VCZnZtaHg2c1ZhS2lTOW5HbGs3LVRtS3poeXdNOW8wVnhjYTA1RUE4bWZrN25kVHY?oc=5,"Wed, 28 May 2025 07:00:00 GMT",bloomberglinea.com,https://www.bloomberglinea.com,2025-05-28
259.0,Deuda y Financiamiento,"Con una tasa más alta que lo esperado, el Gobierno cumplió el objetivo de la licitación",https://news.google.com/rss/articles/CBMitAFBVV95cUxQUVM2WjgycGZlMm9OQmtub1FUVHBqblFYZ20tU0M3OU9sUDN1cFZyNFVNd01xVVpLaFd4Yl85TVZvR2tOSS0xTlh0a0RhMUtzYkl4Qlp1WEVnSUs5a3gxQWYxOEdYNThOQUxJWVRLc0FiWGdOQ3dCSWdmWjFOMmtEZFkxazJEZnQyNTBzLVJ2eDhTNHdWZWxQRkpnZ3prZmkzalVMU1NMRmM5UmZPWDBFR3JQMVHSAboBQVVfeXFMTktDeURZMnpJclh3LVdrUEJjVmo4NW1XQ0pOcVpPUjBxTG1Tb3BzZXdDUVJhYnBiYmJCQ01Hc24xM0c5MUc5aUxrMHVlNThLRUZOOURYVW1YanF4NlFlUFZHMS1hbjk2MkVOVThZblJWMWVsendXazh0bnVyb3RsRE83b3NjRVdCcnpSOWRNbEZ3LVJ6cEhNeFkyekxLWkpBUm1wakc5MTBUbXFPSkwzSUVldl9UTVdMR0pR?oc=5,"Wed, 28 May 2025 07:00:00 GMT",El Economista: Últimas noticias económicas y financieras,https://eleconomista.com.ar,2025-05-28
38.0,Inflación y Precios,"Inflación: las consultoras prevén otra desaceleración en mayo, ¿podrá el IPC romper el piso del 2%?",https://news.google.com/rss/articles/CBMizAFBVV95cUxQUHdLV2ZzWDZtbFFSblhDYkNJUUdHNkRmc29uc0lZclFaUTNlaWh6eDNwekF4ZFJneDhQUTVvcTBybU45aVNLQk1GaTFyenhMRExWM1J3WjVKWnBYS0pVSlhGZ1pKSmlGb2JUOTFzTV80dVZ4OVg4Z2ZYV2lKRXNMYmg2TU1XUFZLc19BcmRhSEMzRmw5NmRkd2g1LV9LNUE4Y2E5RkVzSGRYMmI1Q2ZBU0dDdklDZjNFY3N1Vk5WcldSQjdOYWNIWmVfLVXSAdIBQVVfeXFMTWREaC0xNWRWR0ZmeW10akU3M0NFZm9qWmRsUlhhZ1c3S1NNUHBzYTFTZlNwdXJoMnV2T2RHempwZVB2SkVHaUtVcE1HYWlqbTBoMzF3cUoxaFlqZkFqdGdkdXQzRWRJOVFsaEZ2OE9YXzR1UnItaFdyTXNtMFoyV1Y1ZVFjSkRGNHpMN1ZkSVN6MTVpbEhhWkJ4VVcwZFN6YjdhbUZoaW14MzNKZ2xNdy1BTzkxSjNDQXhQQ3NCQnVYYUw2Z2NmZXNna2xydFk3TWNB?oc=5,"Wed, 28 May 2025 07:00:00 GMT",Ambito,https://www.ambito.com,2025-05-28
263.0,Deuda y Financiamiento,"Con una tasa más alta que lo esperado, el Gobierno cumplió el objetivo de la licitación",https://news.google.com/rss/articles/CBMitAFBVV95cUxQUVM2WjgycGZlMm9OQmtub1FUVHBqblFYZ20tU0M3OU9sUDN1cFZyNFVNd01xVVpLaFd4Yl85TVZvR2tOSS0xTlh0a0RhMUtzYkl4Qlp1WEVnSUs5a3gxQWYxOEdYNThOQUxJWVRLc0FiWGdOQ3dCSWdmWjFOMmtEZFkxazJEZnQyNTBzLVJ2eDhTNHdWZWxQRkpnZ3prZmkzalVMU1NMRmM5UmZPWDBFR3JQMVHSAboBQVVfeXFMTktDeURZMnpJclh3LVdrUEJjVmo4NW1XQ0pOcVpPUjBxTG1Tb3BzZXdDUVJhYnBiYmJCQ01Hc24xM0c5MUc5aUxrMHVlNThLRUZOOURYVW1YanF4NlFlUFZHMS1hbjk2MkVOVThZblJWMWVsendXazh0bnVyb3RsRE83b3NjRVdCcnpSOWRNbEZ3LVJ6cEhNeFkyekxLWkpBUm1wakc5MTBUbXFPSkwzSUVldl9UTVdMR0pR?oc=5,"Wed, 28 May 2025 07:00:00 GMT",El Economista: Últimas noticias económicas y financieras,https://eleconomista.com.ar,2025-05-28
266.0,Deuda y Financiamiento,"Con una tasa más alta que lo esperado, el Gobierno cumplió el objetivo de la licitación",https://news.google.com/rss/articles/CBMitAFBVV95cUxQUVM2WjgycGZlMm9OQmtub1FUVHBqblFYZ20tU0M3OU9sUDN1cFZyNFVNd01xVVpLaFd4Yl85TVZvR2tOSS0xTlh0a0RhMUtzYkl4Qlp1WEVnSUs5a3gxQWYxOEdYNThOQUxJWVRLc0FiWGdOQ3dCSWdmWjFOMmtEZFkxazJEZnQyNTBzLVJ2eDhTNHdWZWxQRkpnZ3prZmkzalVMU1NMRmM5UmZPWDBFR3JQMVHSAboBQVVfeXFMTktDeURZMnpJclh3LVdrUEJjVmo4NW1XQ0pOcVpPUjBxTG1Tb3BzZXdDUVJhYnBiYmJCQ01Hc24xM0c5MUc5aUxrMHVlNThLRUZOOURYVW1YanF4NlFlUFZHMS1hbjk2MkVOVThZblJWMWVsendXazh0bnVyb3RsRE83b3NjRVdCcnpSOWRNbEZ3LVJ6cEhNeFkyekxLWkpBUm1wakc5MTBUbXFPSkwzSUVldl9UTVdMR0pR?oc=5,"Wed, 28 May 2025 07:00:00 GMT",El Economista: Últimas noticias económicas y financieras,https://eleconomista.com.ar,2025-05-28
267.0,Deuda y Financiamiento,"Con una tasa más alta que lo esperado, el Gobierno cumplió el objetivo de la licitación",https://news.google.com/rss/articles/CBMitAFBVV95cUxQUVM2WjgycGZlMm9OQmtub1FUVHBqblFYZ20tU0M3OU9sUDN1cFZyNFVNd01xVVpLaFd4Yl85TVZvR2tOSS0xTlh0a0RhMUtzYkl4Qlp1WEVnSUs5a3gxQWYxOEdYNThOQUxJWVRLc0FiWGdOQ3dCSWdmWjFOMmtEZFkxazJEZnQyNTBzLVJ2eDhTNHdWZWxQRkpnZ3prZmkzalVMU1NMRmM5UmZPWDBFR3JQMVHSAboBQVVfeXFMTktDeURZMnpJclh3LVdrUEJjVmo4NW1XQ0pOcVpPUjBxTG1Tb3BzZXdDUVJhYnBiYmJCQ01Hc24xM0c5MUc5aUxrMHVlNThLRUZOOURYVW1YanF4NlFlUFZHMS1hbjk2MkVOVThZblJWMWVsendXazh0bnVyb3RsRE83b3NjRVdCcnpSOWRNbEZ3LVJ6cEhNeFkyekxLWkpBUm1wakc5MTBUbXFPSkwzSUVldl9UTVdMR0pR?oc=5,"Wed, 28 May 2025 07:00:00 GMT",El Economista: Últimas noticias económicas y financieras,https://eleconomista.com.ar,2025-05-28
557.0,Finanzas,"Emisor baja 0,25% intereses y propone al Gobierno bajar gasto público",https://news.google.com/rss/articles/CBMikgFBVV95cUxNMHVIMjVidlJsbUVHSnE0eENSa01wd1MwaXpJRFlpdnNYM0o4MHk5T2E4VHpwRk9jSVUtM1ROS2VLRzJaZERERFgzQzczcUpWdk80MHg2Vnd5eFRUeGlBY2NOQ1JiakdLcFkxYzlrd0I4cDdaSlZ1MExIRy1uWlRCZ01FMkxpaXkxeVBXNzZ0bThEdw?oc=5,"Wed, 30 Apr 2025 07:00:00 GMT",El Nuevo Siglo,https://www.elnuevosiglo.com.co,2025-04-30
